Time,T1_t1,T2_t1,T3_t1,T4_t1,T1_t2,T2_t2,T3_t2,T4_t2,T1_t3,T2_t3,T3_t3,T4_t3
200,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.06,0.16,0.14
200.25,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.06,0.16,0.14
200.5,0.20,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.20,0.06,0.16,0.14
200.75,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
201,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
201.25,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
201.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
201.75,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
202,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
202.25,0.20,0.34,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
202.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
202.75,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
203,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.06,0.04
203.25,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.04
203.5,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.16,0.16,0.04
203.75,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.04
204,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
204.25,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
204.5,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
204.75,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.04
205,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
205.25,0.20,0.24,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.06,0.16,0.04
205.5,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
205.75,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
206,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.06,0.16,0.04
206.25,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.16,0.16,0.04
206.5,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.16,0.06,0.04
206.75,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.06,0.04
207,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.14
207.25,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.16,0.06,0.04
207.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
207.75,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.06,0.06,0.04
208,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
208.25,0.30,0.34,0.17,0.25,0.13,0.20,0.15,0.16,0.20,0.16,0.06,0.04
208.5,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.06,0.04
208.75,0.30,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.16,0.14
209,0.30,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.20,0.06,0.16,0.04
209.25,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.04
209.5,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.04
209.75,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.04
210,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
210.25,0.30,0.34,0.17,0.15,0.23,0.20,0.25,0.26,0.10,0.06,0.16,0.14
210.5,0.30,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.10,0.16,0.16,0.04
210.75,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.06,0.04
211,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.16,0.14
211.25,0.30,0.34,0.27,0.15,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.14
211.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.04
211.75,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.04
212,0.30,0.34,0.27,0.25,0.13,0.20,0.25,0.26,0.20,0.16,0.16,0.04
212.25,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.10,0.06,0.16,0.04
212.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.04
212.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.04
213,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.16,0.10,0.16,0.16,0.04
213.25,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.10,0.16,0.06,0.04
213.5,0.30,0.34,0.27,0.25,0.13,0.20,0.25,0.26,0.20,0.16,0.06,0.04
213.75,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.16,0.04
214,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.04
214.25,0.30,0.34,0.27,0.25,0.13,0.20,0.25,0.26,0.20,0.16,0.16,0.04
214.5,0.20,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.10,0.16,0.06,0.04
214.75,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.16,0.04
215,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.16,0.06,0.14
215.25,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.20,0.06,0.16,0.14
215.5,0.20,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.10,0.06,0.16,0.14
215.75,0.20,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.06,0.14
216,0.20,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
216.25,0.20,0.34,0.17,0.25,0.13,0.30,0.15,0.26,0.20,0.16,0.16,0.14
216.5,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.26,0.10,0.06,0.16,0.14
216.75,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.06,0.14
217,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
217.25,0.20,0.34,0.17,0.25,0.13,0.30,0.15,0.26,0.10,0.16,0.06,0.14
217.5,0.20,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.10,0.16,0.06,0.14
217.75,0.20,0.34,0.17,0.25,0.13,0.20,0.15,0.26,0.10,0.16,0.06,0.14
218,0.20,0.34,0.17,0.15,0.13,0.20,0.15,0.26,0.10,0.06,0.16,0.14
218.25,0.20,0.34,0.17,0.25,0.13,0.30,0.15,0.26,0.10,0.06,0.06,0.14
218.5,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.20,0.06,0.06,0.14
218.75,0.20,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.06,0.14
219,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
219.25,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
219.5,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
219.75,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.14
220,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.04
220.25,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.04
220.5,0.20,0.24,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
220.75,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
221,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
221.25,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
221.5,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.14
221.75,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.04
222,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
222.25,0.20,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
222.5,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
222.75,0.30,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
223,0.30,0.34,0.17,0.25,0.23,0.20,0.05,0.26,0.00,0.06,0.06,0.14
223.25,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.14
223.5,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.14
223.75,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.04
224,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.04
224.25,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
224.5,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.04
224.75,0.30,0.24,0.17,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.06,0.14
225,0.30,0.34,0.17,0.15,0.23,0.20,0.05,0.16,0.10,0.06,0.06,0.04
225.25,0.30,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
225.5,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.14
225.75,0.30,0.24,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
226,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
226.25,0.30,0.34,0.27,0.15,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
226.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
226.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
227,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.14
227.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
227.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
227.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,-0.04,0.04
228,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.16,0.10,0.06,0.16,0.04
228.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,-0.04,0.04
228.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,-0.04,0.04
228.75,0.30,0.34,0.27,0.25,0.23,0.10,0.15,0.26,0.10,0.06,-0.04,0.04
229,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
229.25,0.30,0.34,0.27,0.25,0.13,0.20,0.15,0.16,0.10,0.06,-0.04,0.04
229.5,0.30,0.34,0.27,0.25,0.13,0.10,0.15,0.16,0.10,0.06,-0.04,0.04
229.75,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
230,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.04
